molecule_name,atom_count_total,final_energy_eV,homo_lumo_gap_eV,wall_time_s,relaxation_steps,max_force_eV_per_A,failure_category,final_energy_eV_pubchem,homo_lumo_gap_eV_pubchem,wall_time_s_pubchem,relaxation_steps_pubchem,max_force_eV_per_A_pubchem,final_energy_eV_diff,final_energy_eV_abs_diff,homo_lumo_gap_eV_diff,homo_lumo_gap_eV_abs_diff,wall_time_s_diff,wall_time_s_abs_diff,relaxation_steps_diff,relaxation_steps_abs_diff,max_force_eV_per_A_diff,max_force_eV_per_A_abs_diff,source_model
glycine,10,-59.482443,4.80053,10419.892,53,0.04696,NONE,-59.485017,4.675455,4401.508,28,0.048872,0.0025739999999956353,0.0025739999999956353,0.12507499999999983,0.12507499999999983,6018.384,6018.384,25,25,-0.001911999999999997,0.001911999999999997,gemini
methyl_acetate,11,-63.305368,5.114438,4493.261,25,0.044929,NONE,-63.647055,5.3677,3100.616,19,0.04423,0.3416870000000003,0.3416870000000003,-0.2532620000000003,0.2532620000000003,1392.6450000000004,1392.6450000000004,6,6,0.0006989999999999982,0.0006989999999999982,gemini
nitrogen,2,-17.027444,8.291709,1138.728,18,0.048273,NONE,-17.027868,8.297115,1007.617,16,0.011747,0.00042400000000242244,0.00042400000000242244,-0.005405999999998912,0.005405999999998912,131.1110000000001,131.1110000000001,2,2,0.036526,0.036526,gemini
isopropanol,12,-63.836555,5.491346,9644.117,61,0.048033,NONE,-63.850761,5.554362,3039.475,19,0.048471,0.014206000000001495,0.014206000000001495,-0.06301600000000018,0.06301600000000018,6604.642,6604.642,42,42,-0.0004380000000000009,0.0004380000000000009,gemini
nitrous_oxide,3,-22.227451,6.721833,1971.309,21,0.04406,NONE,-22.22877,6.71916,1060.713,11,0.034024,0.0013190000000022906,0.0013190000000022906,0.0026730000000005916,0.0026730000000005916,910.596,910.596,10,10,0.010036000000000003,0.010036000000000003,gemini
morpholine,15,-84.104008,4.619977,6296.746,30,0.045157,NONE,-84.112704,4.643795,5715.669,31,0.03772,0.008696000000000481,0.008696000000000481,-0.02381800000000034,0.02381800000000034,581.0770000000002,581.0770000000002,-1,1,0.007437000000000006,0.007437000000000006,gemini
ethyl_acetate,14,-80.232528,5.312555,27970.06,125,0.025324,NONE,-80.263962,5.332237,2654.374,13,0.045089,0.0314340000000044,0.0314340000000044,-0.01968200000000042,0.01968200000000042,25315.686,25315.686,112,112,-0.019764999999999998,0.019764999999999998,gemini
ethyl_propionate,17,-94.323735,2.697565,22234.371,86,0.040744,NONE,-96.753835,5.365613,2847.009,12,0.049734,2.430099999999996,2.430099999999996,-2.6680479999999998,2.6680479999999998,19387.362,19387.362,74,74,-0.008989999999999998,0.008989999999999998,gemini
nonane,29,-155.727311,6.568964,9021.557,30,0.047564,NONE,-155.868074,6.571115,6782.574,23,0.047835,0.14076300000002107,0.14076300000002107,-0.00215099999999957,0.00215099999999957,2238.983000000001,2238.983000000001,7,7,-0.0002710000000000004,0.0002710000000000004,gemini
phenol,13,-83.050868,4.269586,3629.815,18,0.046671,NONE,-83.047851,4.2699,2642.709,15,0.049534,-0.0030169999999998254,0.0030169999999998254,-0.00031399999999948136,0.00031399999999948136,987.1060000000002,987.1060000000002,3,3,-0.0028630000000000044,0.0028630000000000044,gemini
propene,9,-48.578697,5.474302,2931.234,26,0.045971,NONE,-48.582149,5.470014,1120.193,10,0.041208,0.003452000000002897,0.003452000000002897,0.0042879999999998475,0.0042879999999998475,1811.041,1811.041,16,16,0.004762999999999996,0.004762999999999996,gemini
propionic_acid,11,-63.870173,5.299542,3159.061,17,0.044965,NONE,-64.074747,5.358597,2498.394,16,0.045193,0.20457400000000092,0.20457400000000092,-0.05905499999999986,0.05905499999999986,660.6670000000004,660.6670000000004,1,1,-0.00022799999999999904,0.00022799999999999904,gemini
propane,11,-56.90326,7.21575,5966.338,42,0.032838,NONE,-56.904796,7.217379,1165.817,9,0.041879,0.0015359999999944307,0.0015359999999944307,-0.0016290000000003246,0.0016290000000003246,4800.521,4800.521,33,33,-0.009041,0.009041,gemini
piperidine,17,-94.06362,4.26137,7596.001,33,0.045649,NONE,-94.090574,4.39729,3294.131,16,0.04613,0.026954000000003475,0.026954000000003475,-0.1359199999999996,0.1359199999999996,4301.870000000001,4301.870000000001,17,17,-0.0004809999999999953,0.0004809999999999953,gemini
sulfur_dioxide,3,-17.681385,3.50156,614.221,7,0.042129,NONE,-17.690097,3.50809,520.107,6,0.047686,0.008712000000002718,0.008712000000002718,-0.006530000000000147,0.006530000000000147,94.11400000000003,94.11400000000003,1,1,-0.0055569999999999994,0.0055569999999999994,gemini
pyridine,11,-71.299934,4.036273,4530.897,28,0.038421,NONE,-71.294542,4.042145,3000.886,19,0.04903,-0.005391999999986297,0.005391999999986297,-0.005871999999999211,0.005871999999999211,1530.011,1530.011,9,9,-0.010609,0.010609,gemini
thiophene,9,-54.066228,4.479453,3118.992,21,0.040186,NONE,-54.070577,4.479394,1651.166,12,0.031376,0.004348999999997716,0.004348999999997716,5.9000000000253294e-05,5.9000000000253294e-05,1467.8260000000002,1467.8260000000002,9,9,0.008809999999999998,0.008809999999999998,gemini
tetrahydrofuran,13,-72.293046,5.202616,3734.587,21,0.035812,NONE,-72.289528,4.91263,1923.833,10,0.035834,-0.003517999999999688,0.003517999999999688,0.28998599999999985,0.28998599999999985,1810.754,1810.754,11,11,-2.2000000000001185e-05,2.2000000000001185e-05,gemini
styrene,16,-100.777916,3.620721,7001.277,32,0.032672,NONE,-100.767559,3.776135,4856.79,24,0.049692,-0.010356999999999061,0.010356999999999061,-0.15541399999999994,0.15541399999999994,2144.487,2144.487,8,8,-0.01702,0.01702,gemini
urea,8,-48.479057,4.889117,1571.787,11,0.048619,NONE,-48.502768,4.892224,3083.509,28,0.036074,0.02371100000000581,0.02371100000000581,-0.003106999999999971,0.003106999999999971,-1511.722,1511.722,-17,17,0.012545,0.012545,gemini
water,3,-14.620623,6.263208,313.989,5,0.045482,NONE,-14.621105,6.262384,308.046,5,0.039662,0.0004819999999998714,0.0004819999999998714,0.0008239999999997139,0.0008239999999997139,5.942999999999984,5.942999999999984,0,0,0.005819999999999999,0.005819999999999999,gemini
toluene,15,-92.514766,4.783618,3398.077,16,0.049415,NONE,-92.513964,4.820273,2746.088,15,0.037802,-0.000801999999993086,0.000801999999993086,-0.03665500000000055,0.03665500000000055,651.989,651.989,1,1,0.011612999999999998,0.011612999999999998,gemini
pentane,17,-88.241989,5.930423,22244.007,108,0.043588,NONE,-89.902519,7.014953,2589.445,15,0.042426,1.6605299999999943,1.6605299999999943,-1.08453,1.08453,19654.562,19654.562,93,93,0.0011620000000000033,0.0011620000000000033,gemini
valeric_acid,17,-96.997893,5.258541,4772.606,22,0.044246,NONE,-97.056576,5.362997,2630.967,13,0.049973,0.05868300000000204,0.05868300000000204,-0.10445599999999988,0.10445599999999988,2141.6389999999997,2141.6389999999997,9,9,-0.005726999999999996,0.005726999999999996,gemini
undecane,35,-188.856805,6.461065,15601.444,37,0.038305,NONE,-188.830525,6.425744,4774.689,20,0.046798,-0.02628000000001407,0.02628000000001407,0.035320999999999714,0.035320999999999714,10826.755,10826.755,17,17,-0.008493,0.008493,gemini
triethylamine,22,-117.650834,4.153666,19048.347,71,0.049545,NONE,-117.737718,4.348497,4012.98,19,0.045877,0.08688399999999774,0.08688399999999774,-0.19483099999999975,0.19483099999999975,15035.367000000002,15035.367000000002,52,52,0.0036679999999999977,0.0036679999999999977,gemini
1-butanol,15,,,,0,,Geometry defect - Wrong connectivity / misplaced atoms,-80.187845,5.531373,2917.24,18,0.041508,,,,,,,-18,18,,,llama
1-butene,12,-63.508851,3.626393,425.641,49,0.040912,NONE,-65.060265,5.41162,6366.989,42,0.041365,1.5514140000000012,1.5514140000000012,-1.785227,1.785227,-5941.348,5941.348,7,7,-0.000453000000000002,0.000453000000000002,llama
1-heptanol,24,-126.295761,4.518558,1930.807,87,0.046144,NONE,-129.664449,5.502813,4173.802,17,0.04973,3.3686879999999917,3.3686879999999917,-0.9842550000000001,0.9842550000000001,-2242.995,2242.995,70,70,-0.003586000000000006,0.003586000000000006,llama
1-hexanol,21,-111.786577,5.182516,1567.37,74,0.039636,NONE,-113.171879,5.502205,2971.823,14,0.049576,1.38530200000001,1.38530200000001,-0.31968900000000033,0.31968900000000033,-1404.453,1404.453,60,60,-0.009940000000000004,0.009940000000000004,llama
1-pentanol,18,,,,0,,Geometry defect - Wrong connectivity / misplaced atoms,-96.680026,5.520928,2841.084,15,0.040719,,,,,,,-15,15,,,llama
1_3-butadiene,10,-56.926701,3.901041,477.547,33,0.038938,NONE,-56.928948,3.899885,1719.86,14,0.047314,0.0022469999999970014,0.0022469999999970014,0.001156000000000379,0.001156000000000379,-1242.3129999999999,1242.3129999999999,19,19,-0.008376000000000001,0.008376000000000001,llama
acetaldehyde,7,-39.111951,5.026366,323.578,31,0.049826,NONE,-39.515814,3.896094,1220.336,11,0.043474,0.4038630000000012,0.4038630000000012,1.1302720000000002,1.1302720000000002,-896.758,896.758,20,20,0.0063520000000000035,0.0063520000000000035,llama
acetic_acid,8,-46.391286,4.278184,569.232,44,0.047133,NONE,-47.563255,5.307258,1907.688,13,0.01941,1.1719689999999972,1.1719689999999972,-1.0290739999999996,1.0290739999999996,-1338.4560000000001,1338.4560000000001,31,31,0.027723,0.027723,llama
acetonitrile,6,-36.821833,7.262719,351.472,33,0.045085,NONE,-36.819643,7.264728,2022.285,22,0.026708,-0.002189999999998804,0.002189999999998804,-0.0020090000000001496,0.0020090000000001496,-1670.813,1670.813,11,11,0.018377,0.018377,llama
acetylene,4,-22.916781,6.744376,111.842,16,0.013377,NONE,-22.913116,6.743491,653.123,8,0.048615,-0.0036650000000015837,0.0036650000000015837,0.0008850000000002467,0.0008850000000002467,-541.2810000000001,541.2810000000001,8,8,-0.035238,0.035238,llama
ammonia,4,-19.625127,5.431977,147.39,23,0.024394,NONE,-19.630157,5.440926,2649.357,40,0.031321,0.005030000000001422,0.005030000000001422,-0.008949000000000318,0.008949000000000318,-2501.967,2501.967,-17,17,-0.006927000000000003,0.006927000000000003,llama
benzene,12,-72.869933,2.988983,743.357,46,0.042728,NONE,-75.912465,5.096978,2393.542,15,0.038917,3.0425319999999942,3.0425319999999942,-2.107995,2.107995,-1650.185,1650.185,31,31,0.003811000000000002,0.003811000000000002,llama
benzoic_acid,15,,,,0,,Geometry defect - Atom overlap / extreme clash,-99.694156,4.052958,4669.656,22,0.046172,,,,,,,-22,22,,,llama
bromoethane,8,-38.211566,5.134867,295.894,17,0.045151,NONE,-38.355131,5.272549,1172.865,8,0.036087,0.14356500000000239,0.14356500000000239,-0.13768199999999986,0.13768199999999986,-876.971,876.971,9,9,0.009063999999999996,0.009063999999999996,llama
bromomethane,5,-21.743179,5.256787,166.431,14,0.026008,NONE,-21.74043,5.267127,878.484,9,0.038319,-0.0027490000000014447,0.0027490000000014447,-0.010340000000000238,0.010340000000000238,-712.053,712.053,5,5,-0.012310999999999999,0.012310999999999999,llama
caproic_acid,20,,,,4,,Geometry defect - Atom overlap / extreme clash,-113.548316,5.357943,4279.796,17,0.047105,,,,,,,-13,13,,,llama
carbon_dioxide,3,-23.956658,8.113267,90.296,12,0.044638,NONE,-23.943519,8.114656,584.72,7,0.048651,-0.013139000000002454,0.013139000000002454,-0.0013889999999996405,0.0013889999999996405,-494.42400000000004,494.42400000000004,5,5,-0.004013000000000003,0.004013000000000003,llama
carbon_tetrachloride,5,-16.948379,4.756796,189.751,17,0.046011,NONE,-16.958811,4.752762,1075.031,8,0.047373,0.010432000000001551,0.010432000000001551,0.004033999999999871,0.004033999999999871,-885.28,885.28,9,9,-0.0013619999999999952,0.0013619999999999952,llama
chloroethane,8,-38.755545,6.110504,199.376,16,0.039591,NONE,-38.894999,6.198766,894.022,7,0.043981,0.13945400000000063,0.13945400000000063,-0.08826200000000028,0.08826200000000028,-694.6460000000001,694.6460000000001,9,9,-0.004389999999999998,0.004389999999999998,llama
chloromethane,5,,,,0,,Geometry defect - Wrong connectivity / misplaced atoms,-22.292052,6.19888,817.72,10,0.046916,,,,,,,-10,10,,,llama
cyclopentane,15,,,,0,,Geometry defect - Wrong connectivity / misplaced atoms,-82.172276,6.746483,2406.381,14,0.04789,,,,,,,-14,14,,,llama
dichloromethane,5,-20.627243,5.754805,200.27,19,0.048771,NONE,-20.62878,5.750158,665.047,7,0.019785,0.0015369999999990114,0.0015369999999990114,0.00464700000000029,0.00464700000000029,-464.77700000000004,464.77700000000004,12,12,0.028986,0.028986,llama
diethyl_ether,15,,,,0,,Geometry defect - Atom overlap / extreme clash,-79.984341,5.268817,1984.261,11,0.040333,,,,,,,-11,11,,,llama
dimethyl_ether,9,-43.110756,2.477675,1142.345,94,0.046798,NONE,-46.724089,5.384276,1306.506,11,0.038675,3.6133329999999972,3.6133329999999972,-2.9066009999999998,2.9066009999999998,-164.16100000000006,164.16100000000006,83,83,0.008122999999999998,0.008122999999999998,llama
ethyl_formate,11,-61.81391,1.695742,1429.827,87,0.045625,NONE,-63.474816,5.331124,1901.896,11,0.04744,1.660905999999997,1.660905999999997,-3.635382,3.635382,-472.06899999999996,472.06899999999996,76,76,-0.0018150000000000041,0.0018150000000000041,llama
ethylamine,10,-51.020016,4.251901,755.284,61,0.038359,NONE,-52.299661,4.818131,4101.986,36,0.041406,1.2796450000000021,1.2796450000000021,-0.56623,0.56623,-3346.7019999999998,3346.7019999999998,25,25,-0.003047000000000001,0.003047000000000001,llama
ethylbenzene,18,-106.337423,1.931841,1355.36,58,0.033952,NONE,-108.990014,4.85,3128.673,14,0.040498,2.652591000000001,2.652591000000001,-2.9181589999999997,2.9181589999999997,-1773.3129999999999,1773.3129999999999,44,44,-0.006545999999999996,0.006545999999999996,llama
ethylene,6,-31.913038,5.67198,94.201,12,0.046921,NONE,-31.909424,5.673316,881.587,12,0.044323,-0.003613999999998896,0.003613999999998896,-0.001336000000000226,0.001336000000000226,-787.386,787.386,0,0,0.002597999999999996,0.002597999999999996,llama
formaldehyde,4,-22.569797,3.579399,58.814,8,0.029693,NONE,-22.576494,3.579879,423.353,5,0.035449,0.006696999999999065,0.006696999999999065,-0.00048000000000003595,0.00048000000000003595,-364.539,364.539,3,3,-0.005756000000000001,0.005756000000000001,llama
furan,9,-53.861428,1.803482,365.311,28,0.042977,NONE,-56.858601,4.747648,1770.032,11,0.035161,2.9971730000000036,2.9971730000000036,-2.944166,2.944166,-1404.721,1404.721,17,17,0.007816000000000004,0.007816000000000004,llama
hydrazine,6,-30.382385,4.005314,453.994,44,0.029159,NONE,-30.505842,4.97477,3353.942,31,0.046289,0.12345700000000193,0.12345700000000193,-0.9694560000000001,0.9694560000000001,-2899.948,2899.948,13,13,-0.017129999999999996,0.017129999999999996,llama
hydrogen_peroxide,4,-18.983807,4.922952,156.859,31,0.042978,NONE,-18.966286,5.000717,989.703,13,0.028616,-0.017520999999998565,0.017520999999998565,-0.07776499999999942,0.07776499999999942,-832.8439999999999,832.8439999999999,18,18,0.014362000000000003,0.014362000000000003,llama
hydrogen_sulfide,3,-11.075593,5.369987,56.31,10,0.019197,NONE,-11.082202,5.366914,406.495,7,0.025035,0.006609000000000975,0.006609000000000975,0.0030729999999996593,0.0030729999999996593,-350.185,350.185,3,3,-0.005838000000000003,0.005838000000000003,llama
isopropanol,12,-62.988723,3.575274,650.213,54,0.048325,NONE,-63.850761,5.554362,3039.475,19,0.048471,0.8620379999999983,0.8620379999999983,-1.9790880000000004,1.9790880000000004,-2389.2619999999997,2389.2619999999997,35,35,-0.0001460000000000003,0.0001460000000000003,llama
methane,5,-23.975799,9.005431,73.125,11,0.015553,NONE,-23.975148,8.995076,510.373,7,0.029539,-0.0006509999999977367,0.0006509999999977367,0.010355000000000558,0.010355000000000558,-437.248,437.248,4,4,-0.013985999999999998,0.013985999999999998,llama
methanol,6,,,,0,,Geometry defect - Wrong connectivity / misplaced atoms,-30.585357,5.626043,1261.215,13,0.048983,,,,,,,-13,13,,,llama
nitrogen,2,-17.027165,8.297247,56.835,13,0.047791,NONE,-17.027868,8.297115,1007.617,16,0.011747,0.0007030000000014525,0.0007030000000014525,0.00013200000000068712,0.00013200000000068712,-950.7819999999999,950.7819999999999,-3,3,0.036044,0.036044,llama
nitrous_oxide,3,-22.227542,6.71502,126.387,19,0.037411,NONE,-22.22877,6.71916,1060.713,11,0.034024,0.001228000000001117,0.001228000000001117,-0.0041399999999995885,0.0041399999999995885,-934.326,934.326,8,8,0.003387000000000001,0.003387000000000001,llama
phenol,13,-81.757313,2.028469,965.426,75,0.04799,NONE,-83.047851,4.2699,2642.709,15,0.049534,1.290537999999998,1.290537999999998,-2.241431,2.241431,-1677.283,1677.283,60,60,-0.0015440000000000037,0.0015440000000000037,llama
propene,9,,,,0,,Geometry defect - Compressed ring geometry,-48.582149,5.470014,1120.193,10,0.041208,,,,,,,-10,10,,,llama
pyridine,11,,,,1,,Geometry defect - Compressed ring geometry,-71.294542,4.042145,3000.886,19,0.04903,,,,,,,-18,18,,,llama
salicylic_acid,16,,,,0,,Geometry defect - Atom overlap / extreme clash,-106.61928,3.598288,6662.001,25,0.048715,,,,,,,-25,25,,,llama
styrene,16,-98.469108,3.018687,1493.574,68,0.038477,NONE,-100.767559,3.776135,4856.79,24,0.049692,2.298451,2.298451,-0.7574480000000001,0.7574480000000001,-3363.216,3363.216,44,44,-0.011215000000000003,0.011215000000000003,llama
sulfur_dioxide,3,-17.674487,3.503078,109.892,12,0.040336,NONE,-17.690097,3.50809,520.107,6,0.047686,0.015610000000002344,0.015610000000002344,-0.0050120000000002385,0.0050120000000002385,-410.215,410.215,6,6,-0.007350000000000002,0.007350000000000002,llama
tetrahydrofuran,13,-68.399806,0.87153,1199.113,74,0.034409,NONE,-72.289528,4.91263,1923.833,10,0.035834,3.889722000000006,3.889722000000006,-4.0411,4.0411,-724.72,724.72,64,64,-0.0014249999999999957,0.0014249999999999957,llama
thiophene,9,-50.567379,2.583493,609.776,45,0.039957,NONE,-54.070577,4.479394,1651.166,12,0.031376,3.5031979999999976,3.5031979999999976,-1.8959010000000003,1.8959010000000003,-1041.3899999999999,1041.3899999999999,33,33,0.008580999999999998,0.008580999999999998,llama
toluene,15,-87.250114,0.551251,1098.8,89,0.0464,NONE,-92.513964,4.820273,2746.088,15,0.037802,5.263850000000005,5.263850000000005,-4.2690220000000005,4.2690220000000005,-1647.2880000000002,1647.2880000000002,74,74,0.008597999999999995,0.008597999999999995,llama
urea,8,,,,0,,Geometry defect - Wrong connectivity / misplaced atoms,-48.502768,4.892224,3083.509,28,0.036074,,,,,,,-28,28,,,llama
water,3,-14.620251,6.264349,13.424,3,0.049007,NONE,-14.621105,6.262384,308.046,5,0.039662,0.0008540000000003545,0.0008540000000003545,0.0019650000000002166,0.0019650000000002166,-294.622,294.622,-2,2,0.009345,0.009345,llama
1-bromobutane,14,-71.435261,5.179118,1297.691,78,0.047352,NONE,-71.389896,5.262961,2685.794,12,0.049442,-0.045365000000003874,0.045365000000003874,-0.08384299999999989,0.08384299999999989,-1388.1029999999998,1388.1029999999998,66,66,-0.0020900000000000016,0.0020900000000000016,mistral
1-butanol,15,-79.187403,5.119088,1352.587,84,0.047319,NONE,-80.187845,5.531373,2917.24,18,0.041508,1.0004419999999925,1.0004419999999925,-0.4122850000000007,0.4122850000000007,-1564.6529999999998,1564.6529999999998,66,66,0.005810999999999997,0.005810999999999997,mistral
1-butene,12,-65.039783,5.334004,383.934,32,0.049187,NONE,-65.060265,5.41162,6366.989,42,0.041365,0.02048200000000122,0.02048200000000122,-0.07761599999999991,0.07761599999999991,-5983.054999999999,5983.054999999999,-10,10,0.007822000000000003,0.007822000000000003,mistral
1-heptanol,24,-129.656815,5.551372,1254.258,63,0.041587,NONE,-129.664449,5.502813,4173.802,17,0.04973,0.007633999999995922,0.007633999999995922,0.04855900000000002,0.04855900000000002,-2919.544,2919.544,46,46,-0.008143000000000004,0.008143000000000004,mistral
1-octanol,27,,,,0,,Geometry defect - Uniformly compressed structure,-146.161089,5.489717,7429.602,26,0.037627,,,,,,,-26,26,,,mistral
1-pentanol,18,-96.684544,5.519115,968.058,48,0.037507,NONE,-96.680026,5.520928,2841.084,15,0.040719,-0.004518000000004463,0.004518000000004463,-0.0018129999999993984,0.0018129999999993984,-1873.0259999999998,1873.0259999999998,33,33,-0.0032119999999999996,0.0032119999999999996,mistral
1_3-butadiene,10,-56.604452,4.764409,294.768,33,0.046739,NONE,-56.928948,3.899885,1719.86,14,0.047314,0.32449599999999634,0.32449599999999634,0.8645239999999998,0.8645239999999998,-1425.0919999999999,1425.0919999999999,19,19,-0.0005749999999999991,0.0005749999999999991,mistral
acetic_acid,8,-47.574891,5.309424,387.861,32,0.046346,NONE,-47.563255,5.307258,1907.688,13,0.01941,-0.011636000000002866,0.011636000000002866,0.0021659999999998902,0.0021659999999998902,-1519.8270000000002,1519.8270000000002,19,19,0.026935999999999998,0.026935999999999998,mistral
acetone,10,-56.331457,3.980195,254.068,21,0.045264,NONE,-56.336647,3.981878,1479.5,10,0.04662,0.005189999999998918,0.005189999999998918,-0.001682999999999879,0.001682999999999879,-1225.432,1225.432,11,11,-0.001356000000000003,0.001356000000000003,mistral
acetonitrile,6,-36.819543,7.264232,210.352,23,0.049273,NONE,-36.819643,7.264728,2022.285,22,0.026708,9.999999999621423e-05,9.999999999621423e-05,-0.000496000000000052,0.000496000000000052,-1811.933,1811.933,1,1,0.022564999999999998,0.022564999999999998,mistral
acetylene,4,-22.913107,6.745029,47.206,8,0.047343,NONE,-22.913116,6.743491,653.123,8,0.048615,8.999999998593466e-06,8.999999998593466e-06,0.0015380000000000393,0.0015380000000000393,-605.917,605.917,0,0,-0.0012719999999999954,0.0012719999999999954,mistral
ammonia,4,-19.630102,5.445775,154.877,32,0.035978,NONE,-19.630157,5.440926,2649.357,40,0.031321,5.499999999969418e-05,5.499999999969418e-05,0.004849000000000103,0.004849000000000103,-2494.48,2494.48,-8,8,0.004657000000000001,0.004657000000000001,mistral
aniline,14,-88.203125,3.890375,490.57,41,0.042259,NONE,-88.192846,3.886632,6960.742,42,0.038916,-0.01027899999999704,0.01027899999999704,0.003743000000000052,0.003743000000000052,-6470.1720000000005,6470.1720000000005,-1,1,0.0033429999999999988,0.0033429999999999988,mistral
benzamide,16,-104.110288,4.004579,549.915,30,0.043087,NONE,-104.636711,3.695255,4869.136,22,0.047925,0.5264230000000083,0.5264230000000083,0.3093239999999997,0.3093239999999997,-4319.2210000000005,4319.2210000000005,8,8,-0.004838000000000002,0.004838000000000002,mistral
benzene,12,-75.912521,5.097003,182.855,15,0.039302,NONE,-75.912465,5.096978,2393.542,15,0.038917,-5.600000000072214e-05,5.600000000072214e-05,2.4999999999941735e-05,2.4999999999941735e-05,-2210.687,2210.687,0,0,0.00038499999999999646,0.00038499999999999646,mistral
benzoic_acid,15,-99.693049,4.048818,371.004,17,0.047454,NONE,-99.694156,4.052958,4669.656,22,0.046172,0.001107000000004632,0.001107000000004632,-0.004140000000000477,0.004140000000000477,-4298.652,4298.652,-5,5,0.0012820000000000054,0.0012820000000000054,mistral
bromoethane,8,-38.214491,5.140612,337.091,25,0.041169,NONE,-38.355131,5.272549,1172.865,8,0.036087,0.14063999999999766,0.14063999999999766,-0.13193699999999975,0.13193699999999975,-835.774,835.774,17,17,0.005081999999999996,0.005081999999999996,mistral
bromomethane,5,-21.743996,5.268883,85.667,9,0.043985,NONE,-21.74043,5.267127,878.484,9,0.038319,-0.003565999999999292,0.003565999999999292,0.0017559999999994247,0.0017559999999994247,-792.817,792.817,0,0,0.005666000000000004,0.005666000000000004,mistral
carbon_dioxide,3,-23.941603,8.11537,37.311,6,0.03631,NONE,-23.943519,8.114656,584.72,7,0.048651,0.0019159999999978083,0.0019159999999978083,0.0007140000000003255,0.0007140000000003255,-547.409,547.409,-1,1,-0.012340999999999998,0.012340999999999998,mistral
carbon_tetrachloride,5,-16.95948,4.746585,93.777,7,0.042061,NONE,-16.958811,4.752762,1075.031,8,0.047373,-0.0006689999999984764,0.0006689999999984764,-0.006177000000000099,0.006177000000000099,-981.2539999999999,981.2539999999999,-1,1,-0.005311999999999997,0.005311999999999997,mistral
chloroethane,8,-38.891551,6.198142,347.823,49,0.039145,NONE,-38.894999,6.198766,894.022,7,0.043981,0.0034479999999987854,0.0034479999999987854,-0.00062400000000018,0.00062400000000018,-546.1990000000001,546.1990000000001,42,42,-0.004836,0.004836,mistral
chloromethane,5,-22.292085,6.186446,102.125,14,0.040231,NONE,-22.292052,6.19888,817.72,10,0.046916,-3.2999999998395424e-05,3.2999999998395424e-05,-0.012433999999999834,0.012433999999999834,-715.595,715.595,4,4,-0.0066849999999999965,0.0066849999999999965,mistral
cyclohexane,18,-98.877996,6.447895,740.525,60,0.038014,NONE,-98.876852,6.445152,2519.007,13,0.040397,-0.0011439999999964812,0.0011439999999964812,0.002742999999999718,0.002742999999999718,-1778.482,1778.482,47,47,-0.002383000000000003,0.002383000000000003,mistral
cyclopentane,15,-81.978323,6.553896,313.058,21,0.025773,NONE,-82.172276,6.746483,2406.381,14,0.04789,0.19395299999999338,0.19395299999999338,-0.19258699999999962,0.19258699999999962,-2093.323,2093.323,7,7,-0.022117,0.022117,mistral
dichloromethane,5,-20.628991,5.753046,92.449,11,0.044804,NONE,-20.62878,5.750158,665.047,7,0.019785,-0.00021100000000018326,0.00021100000000018326,0.0028880000000004458,0.0028880000000004458,-572.5980000000001,572.5980000000001,4,4,0.025018999999999996,0.025018999999999996,mistral
diethyl_ether,15,-79.819407,5.241633,544.983,49,0.047567,NONE,-79.984341,5.268817,1984.261,11,0.040333,0.16493400000000236,0.16493400000000236,-0.027184000000000097,0.027184000000000097,-1439.278,1439.278,38,38,0.007233999999999997,0.007233999999999997,mistral
dimethyl_ether,9,-46.721903,5.384501,409.986,51,0.043472,NONE,-46.724089,5.384276,1306.506,11,0.038675,0.0021860000000017976,0.0021860000000017976,0.0002250000000003638,0.0002250000000003638,-896.5200000000001,896.5200000000001,40,40,0.004796999999999996,0.004796999999999996,mistral
ethane,8,-40.295673,7.615787,86.03,11,0.029062,NONE,-40.408479,7.662519,1187.947,12,0.033475,0.11280599999999907,0.11280599999999907,-0.04673199999999955,0.04673199999999955,-1101.917,1101.917,-1,1,-0.004412999999999997,0.004412999999999997,mistral
ethanol,9,-47.21146,5.583252,136.065,20,0.042323,NONE,-47.213978,5.586483,1812.448,15,0.049093,0.002517999999994913,0.002517999999994913,-0.003231000000000428,0.003231000000000428,-1676.383,1676.383,5,5,-0.006769999999999998,0.006769999999999998,mistral
ethyl_acetate,14,-78.642191,3.695448,953.813,49,0.046482,NONE,-80.263962,5.332237,2654.374,13,0.045089,1.6217710000000096,1.6217710000000096,-1.6367890000000003,1.6367890000000003,-1700.5609999999997,1700.5609999999997,36,36,0.0013930000000000053,0.0013930000000000053,mistral
ethyl_formate,11,-63.337235,5.217713,698.842,62,0.036189,NONE,-63.474816,5.331124,1901.896,11,0.04744,0.1375809999999973,0.1375809999999973,-0.11341100000000015,0.11341100000000015,-1203.054,1203.054,51,51,-0.011251000000000004,0.011251000000000004,mistral
ethylamine,10,-52.297351,4.793739,405.117,50,0.049248,NONE,-52.299661,4.818131,4101.986,36,0.041406,0.0023100000000013665,0.0023100000000013665,-0.024391999999999747,0.024391999999999747,-3696.8689999999997,3696.8689999999997,14,14,0.007842000000000002,0.007842000000000002,mistral
ethylbenzene,18,-108.983,4.766246,588.185,33,0.038259,NONE,-108.990014,4.85,3128.673,14,0.040498,0.007013999999998077,0.007013999999998077,-0.08375399999999988,0.08375399999999988,-2540.488,2540.488,19,19,-0.002238999999999998,0.002238999999999998,mistral
